Time_Sec;Point_ID;Mode;H_pos;V_pos;R_pos;Sphere_X;Sphere_Y;Sphere_Z;Surf_X;Surf_Y;Surf_Z;Pitch;Yaw;Roll
34.915;0_Referenz;sphere_detection;0.0;0.0;0.0;0.1;1.2;0.3;;;;;;
163.248;1_minVerschub;sphere_detection;-10.0;20.0;0.9903441445902452;0.1;-16.7;-0.4;;;;;;
200.938;2_zeroposition;sphere_detection;0.0;0.0;0.0;0.2;1.0;0.3;;;;;;
334.493;3_MaxVerschub;sphere_detection;-30.0;50.0;1.9806882891804904;0.1;-36.1;-3.1;;;;;;
375.358;4_zeroposition;sphere_detection;0.0;0.0;0.0;0.2;0.9;0.3;;;;;;
