PC_Time,Arduino_Time,Pos_H_Steps,Pos_V_Steps,Pos_R_Steps,Status_Bits
1769429679.97329,50,0,0,0,0
1769429679.974988,100,0,0,0,0
1769429679.976448,150,0,0,0,0
1769429679.977885,200,0,0,0,0
1769429679.979297,250,0,0,0,0
1769429679.9806888,300,0,0,0,0
1769429679.982071,350,0,0,0,0
1769429679.9834728,400,0,0,0,0
1769429679.986184,450,0,0,0,0
1769429680.037174,500,0,0,0,0
1769429680.086869,550,0,0,0,0
1769429680.136945,600,0,0,0,0
1769429680.1867049,650,0,0,0,0
1769429680.2366562,700,0,0,0,0
1769429680.286737,750,0,0,0,0
1769429680.336807,800,0,0,0,0
1769429680.3877609,850,0,0,0,0
1769429680.437589,900,0,0,0,0
1769429680.487552,950,0,0,0,0
1769429680.537486,1000,0,0,0,0
1769429680.588557,1050,0,0,0,0
1769429680.637905,1100,0,0,0,0
1769429680.689125,1150,0,0,0,0
1769429680.7374341,1200,0,0,0,0
1769429680.788686,1250,0,0,0,0
1769429680.8387158,1300,0,0,0,0
1769429680.888493,1350,0,0,0,0
1769429680.9399319,1400,0,0,0,0
1769429680.989989,1451,0,0,0,0
1769429681.040067,1501,0,0,0,0
1769429681.0903418,1551,0,0,0,0
1769429681.142756,1601,0,0,0,0
1769429681.1908631,1651,0,0,0,0
1769429681.240315,1701,0,0,0,0
1769429681.289983,1751,0,0,0,0
1769429681.340876,1801,0,0,0,0
1769429681.39067,1851,0,0,0,0
1769429681.4410229,1901,0,0,0,0
1769429681.49215,1951,0,0,0,0
1769429681.541774,2001,0,0,0,0
1769429681.591875,2051,0,0,0,0
1769429681.641685,2101,0,0,0,0
1769429681.691936,2151,0,0,0,0
1769429681.741872,2201,0,0,0,0
1769429681.7921338,2251,0,0,0,0
1769429681.842408,2301,0,0,0,0
1769429681.892661,2351,0,0,0,0
1769429681.942302,2401,0,0,0,0
1769429681.992457,2451,0,0,0,0
1769429682.0426931,2501,0,0,0,0
1769429682.093197,2551,0,0,0,0
1769429682.143069,2601,0,0,0,0
1769429682.192978,2651,0,0,0,0
1769429682.242944,2701,0,0,0,0
1769429682.293586,2751,0,0,0,0
1769429682.344196,2801,0,0,0,0
1769429682.393858,2851,0,0,0,0
1769429682.44478,2902,0,0,0,0
1769429682.494487,2952,0,0,0,0
1769429682.544541,3002,0,0,0,0
1769429682.595768,3052,0,0,0,0
1769429682.645639,3102,0,0,0,0
1769429682.696645,3152,0,0,0,0
1769429682.7454789,3202,0,0,0,0
1769429682.795681,3252,0,0,0,0
1769429682.845973,3302,0,0,0,0
1769429682.8968441,3352,0,0,0,0
1769429682.946794,3402,0,0,0,0
1769429682.997754,3452,0,0,0,0
1769429683.046453,3502,0,0,0,0
1769429683.097205,3552,0,0,0,0
1769429683.146542,3602,0,0,0,0
1769429683.197793,3652,0,0,0,0
1769429683.247078,3702,0,0,0,0
1769429683.29732,3752,0,0,0,0
1769429683.347121,3802,0,0,0,0
1769429683.396904,3852,0,0,0,0
1769429683.4482062,3902,0,0,0,0
1769429683.498053,3952,0,0,0,0
1769429683.5480928,4002,0,0,0,0
1769429683.598048,4052,0,0,0,0
1769429683.648437,4102,0,0,0,0
1769429683.698406,4152,0,0,0,0
1769429683.7482119,4202,0,0,0,0
1769429683.799173,4252,0,0,0,0
1769429683.849445,4302,0,0,0,0
1769429683.898277,4352,0,0,0,0
1769429683.949536,4402,0,0,0,0
1769429683.998605,4452,0,0,0,0
1769429684.049797,4502,0,0,0,0
1769429684.099749,4552,0,0,0,0
1769429684.1498501,4602,0,0,0,0
1769429684.199202,4652,0,0,0,0
1769429684.249859,4702,0,0,0,0
1769429684.3005838,4752,0,0,0,0
1769429684.350754,4802,0,0,0,0
1769429684.400634,4852,0,0,0,0
1769429684.450848,4902,0,0,0,0
1769429684.49959,4952,0,0,0,0
1769429684.550936,5002,0,0,0,0
1769429684.60076,5052,0,0,0,0
1769429684.6506932,5102,0,0,0,0
1769429684.701983,5152,0,0,0,0
1769429684.7519,5202,0,0,0,0
1769429684.801614,5252,0,0,0,0
1769429684.851682,5302,0,0,0,0
1769429684.902164,5352,0,0,0,0
1769429684.9519858,5402,0,0,0,0
1769429685.001627,5452,0,0,0,0
1769429685.053028,5502,0,0,0,0
1769429685.101711,5552,0,0,0,0
1769429685.152832,5602,0,0,0,0
1769429685.202841,5652,0,0,0,0
1769429685.252743,5702,22,0,0,1
1769429685.30336,5752,376,0,0,1
1769429685.3535428,5803,730,0,0,1
1769429685.403414,5853,1084,0,0,1
1769429685.453692,5903,1438,0,0,1
1769429685.504435,5953,1791,0,0,1
1769429685.557569,6003,2145,0,0,1
1769429685.605974,6053,2499,0,0,1
1769429685.65442,6103,2845,0,0,1
1769429685.704663,6153,3199,0,0,1
1769429685.755648,6203,3553,0,0,1
1769429685.8055732,6253,3907,0,0,1
1769429685.855177,6303,4261,0,0,1
1769429685.90677,6353,4615,0,0,1
1769429685.9550679,6403,4961,0,0,1
1769429686.006201,6453,5315,0,0,1
1769429686.056349,6503,5669,0,0,1
1769429686.106264,6553,6023,0,0,1
1769429686.155818,6603,6377,0,0,1
1769429686.206917,6653,6731,0,0,1
1769429686.256811,6703,7077,0,0,1
1769429686.3066502,6753,7431,0,0,1
1769429686.3575208,6803,7785,0,0,1
1769429686.407424,6853,8139,0,0,1
1769429686.4574668,6903,8492,0,0,1
1769429686.507426,6953,8846,0,0,1
1769429686.557201,7003,9193,0,0,1
1769429686.606882,7053,9547,0,0,1
1769429686.658144,7103,9900,0,0,1
1769429686.708148,7153,10254,0,0,1
1769429686.7580328,7203,10608,0,0,1
1769429686.809261,7254,10962,0,0,1
1769429686.859122,7304,11316,0,0,1
1769429686.908936,7354,11669,0,0,1
1769429686.959043,7404,12023,0,0,1
1769429687.010174,7454,12377,0,0,1
1769429687.0600052,7504,12731,0,0,1
1769429687.108897,7554,13077,0,0,1
1769429687.1599,7604,13431,0,0,1
1769429687.2099159,7654,13785,0,0,1
1769429687.259881,7704,14139,0,0,1
1769429687.310499,7754,14493,0,0,1
1769429687.361109,7804,14847,0,0,1
1769429687.409893,7854,15193,0,0,1
1769429687.4608681,7904,15547,0,0,1
1769429687.510866,7954,15901,0,0,1
1769429687.560909,8004,16255,0,0,1
1769429687.612176,8054,16609,0,0,1
1769429687.6619678,8104,16963,0,0,1
1769429687.711662,8154,17309,0,0,1
1769429687.761348,8204,17663,0,0,1
1769429687.8123982,8254,18017,0,0,1
1769429687.862578,8304,18371,0,0,1
1769429687.912606,8354,18725,0,0,1
1769429687.9624808,8404,19079,0,0,1
1769429688.012394,8454,19425,0,0,1
1769429688.061985,8504,19779,0,0,1
1769429688.1129868,8554,20133,0,0,1
1769429688.163905,8604,20487,0,0,1
1769429688.212692,8654,20841,0,0,1
1769429688.2625868,8704,21187,0,0,1
1769429688.312319,8754,21541,0,0,1
1769429688.36336,8804,21895,0,0,1
1769429688.414078,8854,22249,0,0,1
1769429688.463871,8904,22603,0,0,1
1769429688.5137322,8954,22956,0,0,1
1769429688.5631099,9004,23303,0,0,1
1769429688.613078,9054,23657,0,0,1
1769429688.663549,9104,24010,0,0,1
1769429688.7143402,9154,24364,0,0,1
1769429688.765137,9204,24718,0,0,1
1769429688.814647,9254,25072,0,0,1
1769429688.864577,9304,25418,0,0,1
1769429688.914453,9354,25772,0,0,1
1769429688.964438,9404,26126,0,0,1
1769429689.015521,9454,26480,0,0,1
1769429689.065567,9504,26834,0,0,1
1769429689.116742,9554,27188,0,0,1
1769429689.165131,9604,27534,0,0,1
1769429689.216219,9654,27888,0,0,1
1769429689.267442,9704,28242,0,0,1
1769429689.316245,9754,28596,0,0,1
1769429689.366445,9804,28950,0,0,1
1769429689.4162612,9854,29304,0,0,1
1769429689.466082,9904,29650,0,0,1
1769429689.516331,9954,30004,0,0,1
1769429689.5663629,10004,30358,0,0,1
1769429689.6164448,10054,30712,0,0,1
1769429689.666985,10104,31066,0,0,1
1769429689.71712,10155,31420,0,0,1
1769429689.7680519,10205,31773,0,0,1
