PC_Time,Arduino_Time,Pos_H_Steps,Pos_V_Steps,Pos_R_Steps,Status_Bits
1764862415.1550012,50,0,0,0,0
1764862415.2052412,100,0,0,0,0
1764862415.2556071,150,0,0,0,0
1764862415.3128378,200,0,0,0,0
1764862415.3561852,250,0,0,0,0
1764862415.4055529,300,0,0,0,0
1764862415.4557261,350,0,0,0,0
1764862415.506109,400,0,0,0,0
1764862415.556488,450,0,0,0,0
1764862415.6065652,500,0,0,0,0
1764862415.657055,550,0,0,0,0
1764862415.7062368,600,0,0,0,0
1764862415.756577,650,0,0,0,0
1764862415.806978,700,0,0,0,0
1764862415.857182,750,0,0,0,0
1764862415.907537,800,0,0,0,0
1764862415.957909,850,0,0,0,0
1764862416.007106,900,0,0,0,0
1764862416.057499,950,0,0,0,0
1764862416.107779,1000,0,0,0,0
1764862416.158072,1050,0,0,0,0
1764862416.208451,1100,0,0,0,0
1764862416.258618,1150,0,0,0,0
1764862416.307999,1200,0,0,0,0
1764862416.358399,1250,0,0,0,0
1764862416.4085739,1300,0,0,0,0
1764862416.458965,1350,0,0,0,0
1764862416.509356,1400,0,0,0,0
1764862416.559572,1451,0,0,0,0
1764862416.6099179,1501,0,0,0,0
1764862416.660311,1551,0,0,0,0
1764862416.7105122,1601,0,0,0,0
1764862416.760895,1651,0,0,0,0
1764862416.811382,1701,0,0,0,0
1764862416.8604228,1751,0,0,0,0
1764862416.910785,1801,0,0,0,0
1764862416.961014,1851,0,0,0,0
1764862417.011281,1901,0,0,0,0
1764862417.061781,1951,0,0,0,0
1764862417.1120021,2001,0,0,0,0
1764862417.1613288,2051,0,0,0,0
1764862417.21169,2101,0,0,0,0
1764862417.261896,2151,0,0,0,0
1764862417.312305,2201,0,0,0,0
1764862417.3624792,2251,0,0,0,0
1764862417.4128692,2301,0,0,0,0
1764862417.462241,2351,0,0,0,0
1764862417.512445,2401,0,0,0,0
1764862417.5628412,2451,0,0,0,0
1764862417.612958,2501,0,0,0,0
1764862417.663436,2551,0,0,0,0
1764862417.713794,2601,0,0,0,0
1764862417.763008,2651,0,0,0,0
1764862417.813287,2701,0,0,0,0
1764862417.863564,2751,0,0,0,0
1764862417.913975,2801,0,0,0,0
1764862417.964204,2851,0,0,0,0
1764862418.014483,2902,0,0,0,0
1764862418.064972,2952,0,0,0,0
1764862418.115167,3002,0,0,0,0
1764862418.165557,3052,0,0,0,0
1764862418.215768,3102,0,0,0,0
1764862418.266175,3152,0,0,0,0
