PC_Time,Arduino_Time,Pos_H_Steps,Pos_V_Steps,Pos_R_Steps,Status_Bits
1764862795.533279,50,0,0,0,0
1764862795.583404,100,0,0,0,0
1764862795.633734,150,0,0,0,0
1764862795.684148,200,0,0,0,0
1764862795.734377,250,0,0,0,0
1764862795.7837172,300,0,0,0,0
1764862795.834058,350,0,0,0,0
1764862795.8842938,400,0,0,0,0
1764862795.9346838,450,0,0,0,0
1764862795.98503,500,0,0,0,0
1764862796.03526,550,0,0,0,0
1764862796.0843399,600,0,0,0,0
1764862796.1348171,650,0,0,0,0
1764862796.1852102,700,0,0,0,0
1764862796.235393,750,0,0,0,0
1764862796.2857752,800,0,0,0,0
1764862796.336152,850,0,0,0,0
1764862796.385327,900,0,0,0,0
1764862796.435714,950,0,0,0,0
1764862796.486073,1000,0,0,0,0
1764862796.5362859,1050,0,0,0,0
1764862796.586563,1100,0,0,0,0
1764862796.6370602,1150,0,0,0,0
1764862796.686353,1200,0,0,0,0
1764862796.7365592,1250,0,0,0,0
1764862796.7869499,1300,0,0,0,0
1764862796.837097,1350,0,0,0,0
1764862796.8875341,1400,0,0,0,0
1764862796.937912,1451,0,0,0,0
1764862796.988121,1501,0,0,0,0
1764862797.038499,1551,0,0,0,0
1764862797.088886,1601,0,0,0,0
1764862797.138997,1651,0,0,0,0
1764862797.189486,1701,0,0,0,0
1764862797.238636,1751,0,0,0,0
1764862797.289014,1801,0,0,0,0
1764862797.339343,1851,0,0,0,0
1764862797.389607,1901,0,0,0,0
1764862797.440047,1951,0,0,0,0
1764862797.4903538,2001,0,0,0,0
1764862797.5395231,2051,0,0,0,0
1764862797.589907,2101,0,0,0,0
1764862797.6402628,2151,0,0,0,0
1764862797.690455,2201,0,0,0,0
1764862797.7408278,2251,0,0,0,0
1764862797.7912152,2301,0,0,0,0
1764862797.8404,2351,0,0,0,0
1764862797.8907719,2401,0,0,0,0
1764862797.941154,2451,0,0,0,0
1764862797.9913568,2501,0,0,0,0
1764862798.041713,2551,0,0,0,0
1764862798.092076,2601,0,0,0,0
1764862798.141282,2651,0,0,0,0
1764862798.191628,2701,0,0,0,0
1764862798.241724,2751,0,0,0,0
1764862798.292186,2801,0,0,0,0
1764862798.342587,2851,0,0,0,0
1764862798.39279,2902,0,0,0,0
1764862798.443177,2952,0,0,0,0
1764862798.4935381,3002,0,0,0,0
1764862798.543753,3052,0,0,0,0
1764862798.594128,3102,0,0,0,0
1764862798.64499,3152,0,0,0,0
1764862798.693682,3202,0,0,0,0
1764862798.7440598,3252,0,0,0,0
1764862798.794396,3302,0,0,0,0
1764862798.844589,3352,0,0,0,0
1764862798.895008,3402,0,0,0,0
1764862798.94536,3452,0,0,0,0
1764862798.994543,3502,0,0,0,0
1764862799.044897,3552,0,0,0,0
1764862799.0952718,3602,0,0,0,0
1764862799.145474,3652,0,0,0,0
1764862799.1958358,3702,0,0,0,0
1764862799.2461178,3752,0,0,0,0
1764862799.295406,3802,0,0,0,0
1764862799.345769,3852,0,0,0,0
1764862799.3960152,3902,0,0,0,0
1764862799.446369,3952,0,0,0,0
1764862799.496771,4002,0,0,0,0
1764862799.547025,4052,0,0,0,0
1764862799.5962062,4102,0,0,0,0
1764862799.646702,4152,0,0,0,0
