Time_Sec;Pos_H;Pos_V;Pos_R;Temp_A;Temp_B;Set_A;Set_B;Stable_A;Stable_B
0.002;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
0.102;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
0.205;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
0.306;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
0.41;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
0.51;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
0.616;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
0.744;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
0.854;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
0.956;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
1.057;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
1.157;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
1.265;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
1.365;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
1.474;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
1.581;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
1.692;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
1.793;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
1.893;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
1.994;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
2.094;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
2.195;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
2.296;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
2.397;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
2.5;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
2.602;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
2.711;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
2.822;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
2.934;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
3.048;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
3.15;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
3.269;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
3.385;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
3.493;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
3.603;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
3.719;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
3.828;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
3.938;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
4.051;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
4.163;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
4.271;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
4.382;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
4.493;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
4.607;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
4.715;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
4.827;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
4.941;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
5.048;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
5.161;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
5.277;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
5.384;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
5.498;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
5.609;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
5.722;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
5.825;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
5.927;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
6.041;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
6.151;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
6.261;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
6.371;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
6.472;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
6.597;0.0;0.0;0.0;23.128205128205128;22.700854700854702;25.0;25.0;0;0
6.705;0.0;0.0;0.0;23.128205128205128;22.700854700854702;25.0;25.0;0;0
6.817;0.0;0.0;0.0;23.128205128205128;22.700854700854702;25.0;25.0;0;0
6.925;0.0;0.0;0.0;23.128205128205128;22.700854700854702;25.0;25.0;0;0
7.026;0.0;0.0;0.0;23.128205128205128;22.700854700854702;25.0;25.0;0;0
7.13;0.0;0.0;0.0;23.128205128205128;22.700854700854702;25.0;25.0;0;0
7.231;0.0;0.0;0.0;23.128205128205128;22.700854700854702;25.0;25.0;0;0
7.331;0.0;0.0;0.0;23.128205128205128;22.700854700854702;25.0;25.0;0;0
7.431;0.0;0.0;0.0;23.128205128205128;22.700854700854702;25.0;25.0;0;0
7.532;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
7.633;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
7.733;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
7.835;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
7.938;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
8.039;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
8.14;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
8.247;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
8.359;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
8.47;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
8.579;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
8.693;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
8.795;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
8.899;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
9.011;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
9.119;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
9.234;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
9.348;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
9.46;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
9.563;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
9.669;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
9.772;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
9.883;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
9.995;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
10.105;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
10.215;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
10.326;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
10.442;0.0;0.0;0.0;23.128205128205128;22.64957264957265;25.0;25.0;0;0
10.553;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
10.655;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
10.759;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
10.872;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
10.983;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
11.095;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
11.2;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
11.319;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
11.424;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
11.54;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
11.649;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
11.759;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
11.869;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
12.002;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
12.104;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
12.215;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
12.315;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
12.417;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
12.536;0.0;0.0;0.0;23.076923076923077;22.700854700854702;25.0;25.0;0;0
12.651;0.0;0.0;0.0;23.076923076923077;22.700854700854702;25.0;25.0;0;0
12.752;0.0;0.0;0.0;23.076923076923077;22.700854700854702;25.0;25.0;0;0
12.864;0.0;0.0;0.0;23.076923076923077;22.700854700854702;25.0;25.0;0;0
12.966;0.0;0.0;0.0;23.076923076923077;22.700854700854702;25.0;25.0;0;0
13.07;0.0;0.0;0.0;23.076923076923077;22.700854700854702;25.0;25.0;0;0
13.171;0.0;0.0;0.0;23.076923076923077;22.700854700854702;25.0;25.0;0;0
13.272;0.0;0.0;0.0;23.076923076923077;22.700854700854702;25.0;25.0;0;0
13.373;0.0;0.0;0.0;23.076923076923077;22.700854700854702;25.0;25.0;0;0
13.483;0.0;0.0;0.0;23.076923076923077;22.700854700854702;25.0;25.0;0;0
13.585;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
13.695;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
13.796;0.0;0.0;0.0;23.076923076923077;22.64957264957265;25.0;25.0;0;0
