Time_Sec;Point_ID;Mode;H_pos;V_pos;R_pos;Sphere_X;Sphere_Y;Sphere_Z;Surf_X;Surf_Y;Surf_Z;Pitch;Yaw;Roll
6.715;0_Referenz;sphere_detection;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
52.069;1_endposition_d1;sphere_detection;0.0;0.0;0.0;1.0;1.0;1.0;;;;;;
61.477;2_zeroposition;sphere_detection;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
100.735;3_endposition_d2;sphere_detection;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
109.362;4_zeroposition;sphere_detection;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
