PC_Time,Arduino_Time,Pos_H_Steps,Pos_V_Steps,Pos_R_Steps,Status_Bits
1764861289.047779,50,0,0,0,0
1764861289.0981162,100,0,0,0,0
1764861289.14847,150,0,0,0,0
1764861289.19869,200,0,0,0,0
1764861289.249092,250,0,0,0,0
1764861289.298304,300,0,0,0,0
1764861289.3486679,350,0,0,0,0
1764861289.398915,400,0,0,0,0
1764861289.449186,450,0,0,0,0
1764861289.49952,500,0,0,0,0
1764861289.549908,550,0,0,0,0
1764861289.599123,600,0,0,0,0
1764861289.649494,650,0,0,0,0
1764861289.69973,700,0,0,0,0
1764861289.750127,750,0,0,0,0
1764861289.800322,800,0,0,0,0
1764861289.8507578,850,0,0,0,0
1764861289.900104,900,0,0,0,0
1764861289.9502132,950,0,0,0,0
1764861290.00064,1000,0,0,0,0
1764861290.051036,1050,0,0,0,0
1764861290.101228,1100,0,0,0,0
1764861290.151593,1150,0,0,0,0
1764861290.200893,1200,0,0,0,0
1764861290.251188,1250,0,0,0,0
1764861290.301555,1300,0,0,0,0
1764861290.351857,1350,0,0,0,0
1764861290.402179,1400,0,0,0,0
1764861290.452391,1451,0,0,0,0
1764861290.5026848,1501,0,0,0,0
1764861290.55302,1551,0,0,0,0
1764861290.603395,1601,0,0,0,0
1764861290.6538298,1651,0,0,0,0
1764861290.7038898,1701,0,0,0,0
1764861290.7533472,1751,0,0,0,0
1764861290.803591,1801,0,0,0,0
1764861290.85401,1851,0,0,0,0
1764861290.9041998,1901,0,0,0,0
1764861290.954566,1951,0,0,0,0
1764861291.004801,2001,0,0,0,0
1764861291.054167,2051,0,0,0,0
1764861291.104544,2101,0,0,0,0
1764861291.154777,2151,0,0,0,0
1764861291.205172,2201,0,0,0,0
1764861291.255336,2251,0,0,0,0
1764861291.305782,2301,0,0,0,0
1764861291.354868,2351,0,0,0,0
1764861291.405349,2401,0,0,0,0
1764861291.455471,2451,0,0,0,0
1764861291.505846,2501,0,0,0,0
1764861291.5562098,2551,0,0,0,0
1764861291.606551,2601,0,0,0,0
1764861291.6558862,2651,0,0,0,0
1764861291.7061062,2701,0,0,0,0
1764861291.7564921,2751,0,0,0,0
1764861291.806703,2801,0,0,0,0
1764861291.8570828,2851,0,0,0,0
1764861291.9074728,2902,0,0,0,0
1764861291.957682,2952,0,0,0,0
1764861292.00809,3002,0,0,0,0
1764861292.058284,3052,0,0,0,0
1764861292.108685,3102,0,0,0,0
1764861292.158885,3152,0,0,0,0
1764861292.208265,3202,0,0,0,0
1764861292.2586062,3252,0,0,0,0
1764861292.308865,3302,0,0,0,0
1764861292.359241,3352,0,0,0,0
1764861292.409472,3402,0,0,0,0
1764861292.45985,3452,0,0,0,0
1764861292.509203,3502,0,0,0,0
1764861292.559419,3552,0,0,0,0
1764861292.609826,3602,0,0,0,0
1764861292.659986,3652,0,0,0,0
1764861292.7103648,3702,0,0,0,0
1764861292.760737,3752,0,0,0,0
1764861292.809916,3802,0,0,0,0
1764861292.8602219,3852,0,0,0,0
1764861292.910526,3902,0,0,0,0
1764861292.960883,3952,0,0,0,0
1764861293.0112598,4002,0,0,0,0
1764861293.061476,4052,0,0,0,0
1764861293.110827,4102,0,0,0,0
1764861293.161171,4152,0,0,0,0
1764861293.211394,4202,0,0,0,0
