PC_Time,Arduino_Time,Pos_H_Steps,Pos_V_Steps,Pos_R_Steps,Status_Bits
1769420352.098398,50,0,0,0,0
1769420352.148591,100,0,0,0,0
1769420352.1987321,150,0,0,0,0
1769420352.249231,200,0,0,0,0
1769420352.2994208,250,0,0,0,0
1769420352.3487868,300,0,0,0,0
1769420352.399028,350,0,0,0,0
1769420352.44942,400,0,0,0,0
1769420352.499624,450,0,0,0,0
1769420352.550076,500,0,0,0,0
1769420352.6004639,550,0,0,0,0
1769420352.6497002,600,0,0,0,0
1769420352.699908,650,0,0,0,0
1769420352.750303,700,0,0,0,0
1769420352.800446,750,0,0,0,0
1769420352.850977,800,0,0,0,0
1769420352.9012039,850,0,0,0,0
1769420352.9505532,900,0,0,0,0
1769420353.000763,950,0,0,0,0
1769420353.05114,1000,0,0,0,0
1769420353.101472,1050,0,0,0,0
1769420353.151798,1100,0,0,0,0
1769420353.201965,1150,0,0,0,0
1769420353.251461,1200,0,0,0,0
1769420353.3017259,1250,0,0,0,0
1769420353.3538518,1300,0,0,0,0
1769420353.402377,1350,0,0,0,0
1769420353.4525928,1400,0,0,0,0
1769420353.502992,1451,0,0,0,0
1769420353.553219,1501,0,0,0,0
1769420353.603651,1551,0,0,0,0
1769420353.65387,1601,0,0,0,0
1769420353.704309,1651,0,0,0,0
1769420353.754584,1701,0,0,0,0
1769420353.803892,1751,0,0,0,0
1769420353.8540852,1801,0,0,0,0
1769420353.904536,1851,0,0,0,0
1769420353.9546828,1901,0,0,0,0
1769420354.0051131,1951,0,0,0,0
1769420354.0553331,2001,0,0,0,0
1769420354.1047401,2051,0,0,0,0
1769420354.1549408,2101,0,0,0,0
1769420354.205338,2151,0,0,0,0
1769420354.255648,2201,0,0,0,0
1769420354.306009,2251,0,0,0,0
1769420354.356161,2301,0,0,0,0
1769420354.4055839,2351,0,0,0,0
1769420354.4558358,2401,0,0,0,0
1769420354.506167,2451,0,0,0,0
1769420354.556454,2501,0,0,0,0
1769420354.606826,2551,0,0,0,0
1769420354.6572318,2601,0,0,0,0
1769420354.706435,2651,0,0,0,0
1769420354.7566311,2701,0,0,0,0
1769420354.807063,2751,0,0,0,0
1769420354.857255,2801,0,0,0,0
1769420354.9076312,2851,0,0,0,0
1769420354.957986,2902,0,0,0,0
1769420355.008275,2952,0,0,0,0
1769420355.058662,3002,0,0,0,0
1769420355.108855,3052,0,0,0,0
1769420355.1592672,3102,0,0,0,0
1769420355.209513,3152,0,0,0,0
1769420355.258852,3202,0,0,0,0
1769420355.309289,3252,-27,0,0,1
1769420355.3594189,3302,-106,0,0,1
1769420355.4095979,3352,-184,0,0,1
1769420355.460099,3402,-263,0,0,1
1769420355.5102909,3452,-342,0,0,1
1769420355.559885,3502,-420,0,0,1
1769420355.609947,3552,-499,0,0,1
1769420355.660343,3602,-578,0,0,1
1769420355.710891,3652,-658,0,0,1
1769420355.7609322,3702,-737,0,0,1
1769420355.811373,3752,-816,0,0,1
1769420355.8606029,3802,-894,0,0,1
1769420355.9109068,3852,-973,0,0,1
1769420355.961159,3902,-1052,0,0,1
1769420356.011683,3952,-1132,0,0,1
1769420356.061792,4002,-1211,0,0,1
1769420356.112171,4052,-1290,0,0,1
1769420356.161552,4102,-1368,0,0,1
1769420356.211738,4152,-1447,0,0,1
1769420356.262004,4202,-1526,0,0,1
1769420356.3126621,4252,-1606,0,0,1
1769420356.362839,4302,-1685,0,0,1
1769420356.412013,4352,-1762,0,0,1
1769420356.462431,4402,-1842,0,0,1
1769420356.512692,4452,-1921,0,0,1
1769420356.562887,4502,-2000,0,0,1
1769420356.613288,4552,-2079,0,0,1
1769420356.6637921,4602,-2159,0,0,1
1769420356.712907,4652,-2236,0,0,1
1769420356.763044,4702,-2315,0,0,1
1769420356.8135061,4752,-2394,0,0,1
1769420356.863693,4802,-2473,0,0,1
1769420356.914124,4852,-2552,0,0,1
1769420356.964349,4902,-2631,0,0,1
1769420357.0137,4952,-2709,0,0,1
