Time_Sec;Pos_H;Pos_V;Pos_R;Temp_A;Temp_B;Set_A;Set_B;Stable_A;Stable_B
0.003;0.0;0.0;0.0;27.61538461538462;27.61538461538462;25.0;25.0;0;0
0.103;0.0;0.0;0.0;27.61538461538462;27.61538461538462;25.0;25.0;0;0
0.203;0.0;0.0;0.0;27.61538461538462;27.61538461538462;25.0;25.0;0;0
0.306;0.0;0.0;0.0;27.61538461538462;27.61538461538462;25.0;25.0;0;0
0.411;0.0;0.0;0.0;27.61538461538462;27.61538461538462;25.0;25.0;0;0
0.511;0.0;0.0;0.0;27.61538461538462;27.61538461538462;25.0;25.0;0;0
0.621;0.0;0.0;0.0;27.61538461538462;27.61538461538462;25.0;25.0;0;0
0.733;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
0.842;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
0.952;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
1.063;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
1.173;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
1.284;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
1.394;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
1.505;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
1.616;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
1.726;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
1.837;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
1.945;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
2.047;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
2.15;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
2.251;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
2.372;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
2.473;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
2.578;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
2.696;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
2.799;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
2.901;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
3.005;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
3.105;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
3.206;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
3.306;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
3.406;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
3.507;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
3.607;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
3.708;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
3.817;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
3.917;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
4.023;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
4.135;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
4.241;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
4.342;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
4.447;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
4.558;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
4.66;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
4.781;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
4.883;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
4.988;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
5.1;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
5.212;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
5.313;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
5.417;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
5.518;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
5.618;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
5.719;0.0;0.0;0.0;27.564102564102566;27.61538461538462;25.0;25.0;0;0
