Time_Sec;Point_ID;Mode;H_pos;V_pos;R_pos;Sphere_X;Sphere_Y;Sphere_Z;Surf_X;Surf_Y;Surf_Z;Pitch;Yaw;Roll
6.497;0_Referenz;sphere_detection;0.0;0.0;0.0;;;;;;;;;
62.267;1_minVerschub;sphere_detection;12.65;9.41;0.9903441445902452;0.0;0.0;0.0;;;;;;
89.069;2_zeroposition;sphere_detection;0.0;0.0;0.0;0.0;;;;;;;;
115.435;3_MaxVerschub;sphere_detection;-37.97;-31.23;1.9806882891804904;0.0;;;;;;;;
142.771;4_zeroposition;sphere_detection;0.0;0.0;0.0;0.0;;;;;;;;
