Time_Sec;Point_ID;Mode;H_pos;V_pos;R_pos;Sphere_X;Sphere_Y;Sphere_Z;Surf_X;Surf_Y;Surf_Z;Pitch;Yaw;Roll
9.098;0_Referenz;sphere_detection;0.0;0.0;0.0;0.1;0.1;-0.1;;;;;;
34.106;1_minVerschub;sphere_detection;12.65;9.41;0.9903441445902452;1.0;2.0;3.0;;;;;;
48.249;2_zeroposition;sphere_detection;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
98.736;3_MaxVerschub;sphere_detection;-37.97;-31.23;1.9806882891804904;2.0;2.0;2.0;;;;;;
228.348;4_zeroposition;sphere_detection;0.0;0.0;0.0;1.0;2.0;3.0;;;;;;
